meanfreq,sd,median,Q25,Q75,IQR,kurt,sp.ent,sfm,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
[2598.0561982],0.06605818,0.2805196,0.0943436436355114,0.6092542409896851,0.5149105973541737,-0.7700219,0.0008569,0.0008569,2490.6759897032025,-12.76582,-506.5076,235.95483,-12.76582,-506.5076,235.95483,742.4624,-12.76582,male
[3039.74149724],0.049618512,0.397169,0.18300436064600945,0.673274964094162,0.49027060344815254,-0.9615908,0.0023233725,0.0023233725,2931.6089685817,-13.099398,-497.584,241.07423,-13.099398,-497.584,241.07423,738.65826,-13.099398,male
[2750.27041946],0.0664449,0.34371066,0.1164611205458641,0.6402169615030289,0.5237558409571648,-0.9355126,0.002152728,0.002152728,2606.0658397495104,-13.469453,-486.5713,223.23853,-13.469453,-486.5713,223.23853,709.8098,-13.469453,male
[2621.07645221],0.06937399,0.32412446,0.14103258401155472,0.6174803227186203,0.4764477387070656,-0.7160035,0.0014910948,0.0014910948,2801.733159815116,-10.842134,-499.4823,250.68892,-10.842134,-499.4823,250.68892,750.1712,-10.842134,male
[2732.82607405],0.05282968,0.38555318,0.1529531590640545,0.6668914705514908,0.5139383114874363,-0.8952542,0.0018208519,0.0018208519,2555.1739905397385,-13.780005,-506.56726,251.94478,-13.780005,-506.56726,251.94478,758.512,-13.780005,male
[2823.59335194],0.058849107,0.347455,0.14118992537260056,0.62542724609375,0.48423732072114944,-0.80529976,0.0024390288,0.0024390288,2838.90445247033,-12.880721,-482.9563,241.45834,-12.880721,-482.9563,241.45834,724.4147,-12.880721,male
[2832.47437453],0.05273651,0.3989978,0.17863867431879044,0.6531504690647125,0.4745117947459221,-0.9264725,0.0017116347,0.0017116347,2699.755031709458,-12.316549,-495.61633,229.33234,-12.316549,-495.61633,229.33234,724.94867,-12.316549,male
[2526.69671157],0.074696064,0.38493484,0.17145871743559837,0.6493021249771118,0.47784340754151344,-0.8410626,0.00072097516,0.00072097516,2365.3082897901418,-11.510359,-483.37067,234.98796,-11.510359,-483.37067,234.98796,718.35864,-11.510359,male
[2648.07841279],0.06909875,0.37523198,0.1417769268155098,0.6381406486034393,0.49636372178792953,-0.91771203,0.0006249338,0.0006249338,2482.787355548722,-12.072981,-454.7724,220.42361,-12.072981,-454.7724,220.42361,675.19604,-12.072981,male
[2655.24950582],0.061569754,0.31543243,0.10976559482514858,0.5964638888835907,0.4866982940584421,-0.7634997,0.0009619892,0.0009619892,2451.1717952191852,-12.835,-456.89645,263.07697,-12.835,-456.89645,263.07697,719.9734,-12.835,male
[2787.38812627],0.052632306,0.34391704,0.12986935675144196,0.6447443068027496,0.5148749500513077,-0.88754076,0.0019487474,0.0019487474,2862.5126213859485,-13.879569,-498.9441,265.2577,-13.879569,-498.9441,265.2577,764.2018,-13.879569,male
[3034.18468647],0.046665948,0.46296763,0.18060729280114174,0.7175093293190002,0.5369020365178585,-1.1372533,0.0030219604,0.0030219604,2786.8926848402875,-14.732652,-502.458,237.23085,-14.732652,-502.458,237.23085,739.68884,-14.732652,male
[2803.68026108],0.058579277,0.37130168,0.13835882768034935,0.6660690009593964,0.527710173279047,-1.0175815,0.0018952702,0.0018952702,2552.778398146089,-13.443512,-512.32434,236.5762,-13.443512,-512.32434,236.5762,748.9005,-13.443512,male
[2732.39597791],0.062625974,0.3723485,0.11836782097816467,0.67406265437603,0.5556948333978653,-1.0662044,0.0014543365,0.0014543365,2518.430795071305,-13.003671,-504.113,244.70952,-13.003671,-504.113,244.70952,748.8225,-13.003671,male
[2810.59448881],0.054279577,0.40195695,0.1716470904648304,0.6937015801668167,0.5220544897019863,-1.0708057,0.0018324123,0.0018324123,2746.3395251445786,-13.0470705,-502.00998,235.02332,-13.0470705,-502.00998,235.02332,737.0333,-13.0470705,male
[2951.10160303],0.054175206,0.43297347,0.1592472307384014,0.7050492912530899,0.5458020605146885,-1.1252576,0.0020049799,0.0020049799,2836.5220489394055,-13.743352,-498.3759,239.25258,-13.743352,-498.3759,239.25258,737.6285,-13.743352,male
[2929.36227473],0.03907215,0.4364127,0.18621143698692322,0.7102750837802887,0.5240636467933655,-1.0834361,0.0026208176,0.0026208176,2620.2867358838303,-14.168526,-510.0959,241.47256,-14.168526,-510.0959,241.47256,751.5685,-14.168526,male
[2867.15335514],0.056530558,0.38493267,0.14530335366725922,0.6721555441617966,0.5268521904945374,-0.99724966,0.0019097903,0.0019097903,2807.7720537669534,-13.498681,-489.3316,236.04727,-13.498681,-489.3316,236.04727,725.3789,-13.498681,male
[2685.1307182],0.063996874,0.34457147,0.11124321073293686,0.6500414609909058,0.5387982502579689,-0.9621523,0.0013735618,0.0013735618,2253.2711663277446,-13.479291,-493.36908,223.66843,-13.479291,-493.36908,223.66843,717.0375,-13.479291,male
[3334.433648],0.03129516,0.53992987,0.3133527562022209,0.7567289918661118,0.44337623566389084,-0.9504636,0.003936736,0.003936736,3033.9954895001842,-16.159975,-505.8942,248.31516,-16.159975,-505.8942,248.31516,754.20935,-16.159975,male
[2547.28953428],0.06324237,0.32568356,0.1112415362149477,0.6492337882518768,0.5379922520369291,-0.98038584,0.0010849994,0.0010849994,2231.326163381615,-12.930764,-515.7442,233.17166,-12.930764,-515.7442,233.17166,748.9159,-12.930764,male
[2849.06192906],0.051499546,0.4444039,0.1847948096692562,0.7052306234836578,0.5204358138144016,-1.0697819,0.0025710966,0.0025710966,2712.4271581292483,-14.240544,-505.33835,256.3551,-14.240544,-505.33835,256.3551,761.6935,-14.240544,male
[2830.84022551],0.06109312,0.38986617,0.16115831583738327,0.6732304394245148,0.5120721235871315,-0.9723025,0.0024654227,0.0024654227,2718.3668425052747,-12.937678,-505.16373,239.30893,-12.937678,-505.16373,239.30893,744.47266,-12.937678,male
[3042.32955337],0.04846284,0.4267388,0.1762397401034832,0.6947056651115417,0.5184659250080585,-1.0736895,0.0026460094,0.0026460094,2879.72101615452,-14.787118,-500.19406,237.84958,-14.787118,-500.19406,237.84958,738.04364,-14.787118,male
[3102.69523922],0.043403335,0.43871152,0.19892070442438126,0.7045291811227798,0.5056084766983986,-1.0466808,0.002339727,0.002339727,2768.34593029781,-15.1259575,-507.53912,242.95357,-15.1259575,-507.53912,242.95357,750.4927,-15.1259575,male
[3040.41798178],0.050959177,0.42693472,0.19509008154273033,0.7049731761217117,0.5098830945789814,-1.0477543,0.0035399261,0.0035399261,3016.7277796285193,-13.611971,-498.23495,236.27072,-13.611971,-498.23495,236.27072,734.5057,-13.611971,male
[2527.81289729],0.07174866,0.30734304,0.10991784557700157,0.6189516931772232,0.5090338476002216,-0.7304279,0.00090354873,0.00090354873,2181.2150428951254,-12.233339,-503.57184,236.86133,-12.233339,-503.57184,236.86133,740.43317,-12.233339,male
[2964.08686157],0.04586719,0.4393096,0.1930086351931095,0.7000310271978378,0.5070223920047283,-1.0313945,0.0029995937,0.0029995937,2665.965033988712,-13.946496,-519.35474,244.71698,-13.946496,-519.35474,244.71698,764.0717,-13.946496,male
[2836.04488541],0.056837536,0.42475295,0.17593518644571304,0.6992758214473724,0.5233406350016594,-1.0380193,0.0019651481,0.0019651481,2567.9240759332247,-13.511938,-501.0765,255.06148,-13.511938,-501.0765,255.06148,756.138,-13.511938,male
[2744.80230394],0.054418072,0.39732844,0.15802399069070816,0.6802059710025787,0.5221819803118706,-0.92055315,0.00276644,0.00276644,2662.5453738244155,-12.841756,-512.92584,247.0393,-12.841756,-512.92584,247.0393,759.96515,-12.841756,male
[2731.52462608],0.05378314,0.33717558,0.15479328110814095,0.6262825131416321,0.47148923203349113,-0.77176553,0.0014278431,0.0014278431,2794.507698839447,-12.100933,-510.0193,265.0796,-12.100933,-510.0193,265.0796,775.0989,-12.100933,male
[2658.85226421],0.0663251,0.3580153,0.13450488075613976,0.6552732586860657,0.5207683779299259,-0.9043825,0.0018775896,0.0018775896,2380.7057837418033,-11.73,-495.53036,239.31393,-11.73,-495.53036,239.31393,734.8443,-11.73,male
[2423.72450982],0.07901213,0.32323173,0.12094814330339432,0.6297794878482819,0.5088313445448875,-0.75542444,0.0010855366,0.0010855366,2108.6072482183754,-10.889329,-494.87625,245.41948,-10.889329,-494.87625,245.41948,740.2957,-10.889329,male
[2684.89590554],0.05966038,0.3516495,0.14626280590891838,0.6285739094018936,0.48231110349297523,-0.8114446,0.00089875906,0.00089875906,2486.151915386788,-11.370979,-460.43542,239.33743,-11.370979,-460.43542,239.33743,699.7728,-11.370979,male
[2469.62184343],0.06308408,0.3593614,0.15481417253613472,0.6362952291965485,0.48148105666041374,-0.86030096,0.0006000955,0.0006000955,2278.8042247515446,-12.41195,-466.27838,225.94034,-12.41195,-466.27838,225.94034,692.21875,-12.41195,male
[2463.16495669],0.07184764,0.3340243,0.13424309715628624,0.6192380636930466,0.48499496653676033,-0.79643756,0.0005502761,0.0005502761,2415.3361276489377,-12.018536,-433.27267,226.49315,-12.018536,-433.27267,226.49315,659.7658,-12.018536,male
[3104.69908748],0.05285153,0.4034208,0.15320748090744019,0.6847648024559021,0.5315573215484619,-1.0333682,0.0037409347,0.0037409347,3194.430786014493,-13.721621,-498.84467,233.96788,-13.721621,-498.84467,233.96788,732.81256,-13.721621,male
[3038.02732717],0.08022918,0.45588687,0.2599920332431793,0.6856206804513931,0.4256286472082138,-0.85054755,0.000766076,0.000766076,2994.2540371262853,-8.460976,-402.37762,203.06595,-8.460976,-402.37762,203.06595,605.4436,-8.460976,male
[2984.92532751],0.074142314,0.60208285,0.4623797535896301,0.7740581035614014,0.31167834997177124,-0.60698014,0.0018579724,0.0018579724,2677.5692017984393,-0.6556653,-695.0978,203.14319,-0.6556653,-695.0978,203.14319,898.24097,-0.6556653,male
[2894.89265467],0.0476153,0.32737696,0.13022347539663315,0.6278139799833298,0.4975905045866966,-0.7518687,0.00090558856,0.00090558856,2373.891094043535,-13.550379,-460.05695,220.0727,-13.550379,-460.05695,220.0727,680.12964,-13.550379,male
[2771.23885518],0.058896102,0.3254435,0.12489011697471142,0.6206452399492264,0.49575512297451496,-0.6706688,0.0015183593,0.0015183593,2591.62382623148,-13.696102,-492.72266,235.69965,-13.696102,-492.72266,235.69965,728.4223,-13.696102,male
[2727.25021471],0.062931895,0.28447288,0.1089404933154583,0.5887271761894226,0.4797866828739643,-0.58131546,0.0012493413,0.0012493413,2602.351552103416,-12.71545,-483.35925,232.08466,-12.71545,-483.35925,232.08466,715.4439,-12.71545,male
[2706.5277773],0.05402652,0.41554058,0.17789865285158157,0.6962798535823822,0.5183812007308006,-1.0701486,0.0016142506,0.0016142506,2302.542602717797,-12.711051,-508.1547,242.25528,-12.711051,-508.1547,242.25528,750.41,-12.711051,male
[2758.91629654],0.08570235,0.27504998,0.07574895024299622,0.5948721319437027,0.5191231817007065,-0.65629363,0.0013949276,0.0013949276,2740.7431532568826,-11.769564,-486.94974,254.71886,-11.769564,-486.94974,254.71886,741.6686,-11.769564,male
[2400.52640991],0.07577679,0.25156474,0.0930222887545824,0.5367458164691925,0.4437235277146101,-0.42356005,0.00057541404,0.00057541404,2431.667591622209,-11.942383,-478.3195,228.7434,-11.942383,-478.3195,228.7434,707.06287,-11.942383,male
[2890.30037801],0.048113145,0.38021526,0.19317740201950073,0.6476341784000397,0.45445677638053894,-0.68535095,0.001633198,0.001633198,2722.204887274711,-11.889313,-485.2005,232.7299,-11.889313,-485.2005,232.7299,717.9304,-11.889313,male
[2399.09284595],0.0854681,0.27069604,0.08840330876410007,0.5751385986804962,0.48673528991639614,-0.6317124,0.00057317555,0.00057317555,2349.803884436354,-10.969875,-465.1208,236.92114,-10.969875,-465.1208,236.92114,702.04193,-10.969875,male
